Sl No,NO OF ACCIDENT REPORTED ON THIS CORRIDOR UNDER JURISDICTION,FIR NO,Latitude,Longitude,Distance,NO. OF VEHICLE,Date,DAY OF THE WEEK,Month of the year,Year of Accident,Time,D/N,PATTERN OF COLLISION,TYPE OF COLLISION,TYPE OF VEHICLE-1,TYPE OF VEHICLE-2,FATAL,GRIEVOUS,MINOR,SEVERITY,GEOMETRY,PRESENCE OF MEDIAN,PRESENCE OF SHOULDER,PRESENCE OF FOOTPATH,SIDE ROAD,JN/NOT,day_night_label,year,month_num,day,day_of_week,week_of_year,hour,minute,time_bucket,PATTERN_OF_COLLISION_CODE,PATTERN_OF_COLLISION_LABEL,PATTERN_OF_COLLISION_UNKNOWN,TYPE_OF_COLLISION_CODE,TYPE_OF_COLLISION_LABEL,TYPE_OF_COLLISION_UNKNOWN,TYPE_OF_VEHICLE_1_CODE,TYPE_OF_VEHICLE_1_LABEL,TYPE_OF_VEHICLE_1_UNKNOWN,TYPE_OF_VEHICLE_2_CODE,TYPE_OF_VEHICLE_2_LABEL,TYPE_OF_VEHICLE_2_UNKNOWN,is_weekend,is_night,severity_target
1038.0,Enath,214/2022,9.097907,76.752154,71.0,2.0,2022-03-11,Friday,March,2022,15.3,D,2.0,5,3.0,3.0,0.0,0.0,1.0,M,straight,no,yes,no,1.0,no,Day,2022.0,3,11,Friday,10,15.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,0,0,Minor
1039.0,Enath,235/2022,9.112163,76.745831,72.7,2.0,2022-03-21,Monday,March,21-03-2022,7.45,D,2.0,1,3.0,2.0,0.0,1.0,2.0,G,straight,no,yes,yes,0.0,no,Day,2022.0,3,21,Monday,12,7.0,45.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,2,Passenger Auto,False,0,0,Grievous
1040.0,Enath,250/2022,9.112163,76.745831,72.7,1.0,2022-03-28,Monday,March,28-03-2022,15.3,D,3.0,8,3.0,11.0,1.0,1.0,0.0,F,curve,no,yes,yes,1.0,no,Day,2022.0,3,28,Monday,13,15.0,30.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,0,Fatal
1041.0,Enath,269/2022,9.112163,76.745831,72.7,1.0,2022-04-03,Sunday,April,2022,18.0,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Day,2022.0,4,3,Sunday,13,18.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Grievous
1042.0,Enath,275/2022,9.112447,76.745703,72.8,2.0,2022-04-06,Wednesday,April,2022,18.3,N,2.0,5,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Night,2022.0,4,6,Wednesday,14,18.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1043.0,Enath,301/2022,9.09791,76.752127,71.0,2.0,2022-04-12,Tuesday,April,2022,16.0,D,2.0,5,3.0,6.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2022.0,4,12,Tuesday,15,16.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,6,Goods Auto/Goods Pick-up Van,False,0,0,Grievous
1044.0,Enath,345/2022,9.091222,76.753658,70.2,2.0,2022-04-29,Friday,April,29-04-2022,16.15,D,2.0,2,2.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2022.0,4,29,Friday,17,16.0,15.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1045.0,Enath,362/2022,9.112163,76.745831,72.7,2.0,2022-05-14,Saturday,May,14-05-2022,0.4,N,2.0,5,4.0,8.0,0.0,2.0,0.0,G,straight,no,yes,no,1.0,no,Night,2022.0,5,14,Saturday,19,0.0,40.0,0-6,2,Vehicle to Vehicle,False,5,Head On Collision,False,4,Bus,False,8,Truck/Lorry,False,1,1,Grievous
1046.0,Enath,393/2022,9.121077,76.743484,73.7,2.0,2022-05-25,Wednesday,May,25-05-2022,15.3,D,2.0,5,4.0,1.0,1.0,0.0,0.0,F,curve,no,yes,yes,1.0,no,Day,2022.0,5,25,Wednesday,21,15.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,4,Bus,False,1,Motorised Two-Wheeler,False,0,0,Fatal
1047.0,Enath,411/2022,9.112163,76.745831,72.7,2.0,2022-05-17,Tuesday,May,17-05-2022,15.3,D,2.0,1,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,2.0,no,Day,2022.0,5,17,Tuesday,20,15.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1048.0,Enath,421/2022,9.092141,76.753388,70.3,2.0,2022-05-31,Tuesday,May,31-05-2022,10.0,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Day,2022.0,5,31,Tuesday,22,10.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1049.0,Enath,430/2022,9.112163,76.745831,72.7,2.0,2022-06-04,Saturday,June,2022,17.3,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,3.0,no,Day,2022.0,6,4,Saturday,22,17.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,0,Grievous
1050.0,Enath,435/2022,9.121077,76.743484,73.7,2.0,2022-06-03,Friday,June,2022,19.0,N,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Night,2022.0,6,3,Friday,22,19.0,0.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1051.0,Enath,450/2022,9.091004,76.753777,70.2,2.0,2022-06-06,Monday,June,2022,13.3,D,2.0,5,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,2.0,no,Day,2022.0,6,6,Monday,23,13.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1052.0,Enath,455/2022,9.091519,76.753618,70.2,1.0,2022-06-11,Saturday,June,2022,17.4,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2022.0,6,11,Saturday,23,17.0,40.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,1,0,Grievous
1053.0,Enath,491/2022,9.112447,76.745703,72.8,2.0,2021-12-09,Thursday,December,2021,7.3,D,2.0,1,3.0,1.0,0.0,0.0,2.0,M,straight,no,yes,no,1.0,no,Day,2021.0,12,9,Thursday,49,7.0,30.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Minor
1054.0,Enath,81/2023,9.08888299106408,76.7543750734924,69.9,2.0,2023-01-30,Monday,January,30-01-2023,17.4,D,2.0,1,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2023.0,1,30,Monday,5,17.0,40.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1055.0,Enath,114/2023,9.122319,76.742886,73.9,2.0,2023-02-12,Sunday,February,2023,11.15,D,2.0,1,3.0,3.0,0.0,0.0,1.0,M,straight,no,yes,yes,0.0,no,Day,2023.0,2,12,Sunday,6,11.0,15.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,0,Minor
1056.0,Enath,192/2023,9.088004,76.75453,69.8,2.0,2023-03-17,Friday,March,17-03-2023,9.3,D,2.0,1,3.0,1.0,0.0,0.0,1.0,M,straight,no,yes,no,0.0,no,Day,2023.0,3,17,Friday,11,9.0,30.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Minor
1057.0,Enath,196/2023,9.090422,76.753991,70.1,2.0,2023-03-16,Thursday,March,16-03-2023,19.3,N,2.0,1,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Night,2023.0,3,16,Thursday,11,19.0,30.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1058.0,Enath,218/2023,9.089957,76.754094,70.1,2.0,2023-03-29,Wednesday,March,29-03-2023,14.0,D,2.0,1,7.0,3.0,0.0,0.0,1.0,M,straight,no,yes,yes,2.0,no,Day,2023.0,3,29,Wednesday,13,14.0,0.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,7,Goods LCV/Goods Tempo/Mini Lorry/Mini Truck,False,3,Car/Jeep/Taxi,False,0,0,Minor
1059.0,Enath,236/2023,9.08888299106408,76.7543750734924,69.9,2.0,2023-04-05,Wednesday,April,2023,21.15,N,2.0,2,3.0,1.0,0.0,2.0,0.0,G,straight,no,yes,yes,2.0,no,Night,2023.0,4,5,Wednesday,14,21.0,15.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1060.0,Enath,262/2023,9.097892,76.752157,71.0,2.0,2023-04-16,Sunday,April,16-04-2023,19.15,N,2.0,5,3.0,3.0,0.0,0.0,1.0,M,straight,no,yes,yes,0.0,no,Night,2023.0,4,16,Sunday,15,19.0,15.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,1,Minor
1061.0,Enath,281/2023,9.11274883087275,76.7456199123625,72.8,2.0,2023-04-22,Saturday,April,22-04-2023,23.0,N,2.0,5,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Night,2023.0,4,22,Saturday,16,23.0,0.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,1,Grievous
1062.0,Enath,291/2023,9.10250613224526,76.7500241388024,71.5,2.0,2023-04-23,Sunday,April,23-04-2023,6.0,D,2.0,5,3.0,3.0,0.0,4.0,1.0,G,straight,no,yes,yes,0.0,no,Day,2023.0,4,23,Sunday,16,6.0,0.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,0,Grievous
1063.0,Enath,302/2023,9.122396,76.742836,73.9,2.0,2023-04-23,Sunday,April,23-04-2023,18.15,N,2.0,5,3.0,3.0,0.0,3.0,0.0,G,curve,no,yes,no,1.0,no,Night,2023.0,4,23,Sunday,16,18.0,15.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,1,Grievous
1064.0,Enath,326/2023,9.096718,76.752439,70.8,2.0,2023-05-06,Saturday,May,2023,7.0,D,2.0,2,3.0,1.0,0.0,0.0,1.0,M,straight,no,yes,no,0.0,no,Day,2023.0,5,6,Saturday,18,7.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Minor
1065.0,Enath,343/2023,9.10250613224526,76.7500241388024,71.5,2.0,2023-05-13,Saturday,May,13-05-2023,10.3,D,2.0,1,7.0,6.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,5,13,Saturday,19,10.0,30.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,7,Goods LCV/Goods Tempo/Mini Lorry/Mini Truck,False,6,Goods Auto/Goods Pick-up Van,False,1,0,Grievous
1066.0,Enath,421/2023,9.091463,76.75359,70.2,2.0,2023-06-09,Friday,June,2023,10.15,D,2.0,1,6.0,1.0,1.0,0.0,0.0,F,curve,no,yes,no,1.0,no,Day,2023.0,6,9,Friday,23,10.0,15.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,6,Goods Auto/Goods Pick-up Van,False,1,Motorised Two-Wheeler,False,0,0,Fatal
1067.0,Enath,498/2023,9.097892,76.752157,71.0,1.0,2023-07-03,Monday,July,2023,19.1,N,3.0,8,3.0,11.0,1.0,0.0,0.0,F,straight,no,yes,no,1.0,no,Night,2023.0,7,3,Monday,27,19.0,10.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Fatal
1068.0,Enath,516/2023,9.114562,76.745249,73.0,2.0,2023-06-25,Sunday,June,25-06-2023,21.15,N,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Night,2023.0,6,25,Sunday,25,21.0,15.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
1069.0,Enath,524/2023,9.11280384043019,76.7456012322364,72.8,2.0,2023-07-11,Tuesday,July,2023,11.5,D,2.0,1,4.0,1.0,1.0,0.0,0.0,F,straight,no,yes,no,0.0,no,Day,2023.0,7,11,Tuesday,28,11.0,50.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,4,Bus,False,1,Motorised Two-Wheeler,False,0,0,Fatal
1070.0,Enath,548/2023,9.1210135753803,76.7434013325798,73.7,2.0,2023-07-14,Friday,July,14-07-2023,17.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2023.0,7,14,Friday,28,17.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1071.0,Enath,574/2023,9.114562,76.745249,73.0,2.0,2023-07-23,Sunday,July,23-07-2023,15.45,D,2.0,5,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,2.0,no,Day,2023.0,7,23,Sunday,29,15.0,45.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
1072.0,Enath,628/2023,9.114562,76.745249,73.0,2.0,2023-08-08,Tuesday,August,2023,7.15,D,2.0,1,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,no,0.0,no,Day,2023.0,8,8,Tuesday,32,7.0,15.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1073.0,Enath,639/2023,9.100176,76.751096,71.2,1.0,2023-08-14,Monday,August,14-08-2023,5.0,N,2.0,5,4.0,1.0,1.0,0.0,0.0,F,straight,no,yes,no,0.0,no,Night,2023.0,8,14,Monday,33,5.0,0.0,0-6,2,Vehicle to Vehicle,False,5,Head On Collision,False,4,Bus,False,1,Motorised Two-Wheeler,False,0,1,Fatal
1074.0,Enath,648/2023,9.09381377895039,76.753043690402,70.5,1.0,2023-08-16,Wednesday,August,16-08-2023,15.3,D,7.0,3,3.0,0.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2023.0,8,16,Wednesday,33,15.0,30.0,12-18,7,Hit Fixed/Stationary Object,False,3,Run Off Road,False,3,Car/Jeep/Taxi,False,0,Unknown/Out-of-master,True,0,0,Grievous
1075.0,Enath,681/2023,9.11280384043019,76.7456012322364,72.8,2.0,2023-08-26,Saturday,August,26-08-2023,15.3,D,2.0,2,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,no,0.0,no,Day,2023.0,8,26,Saturday,34,15.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
1076.0,Enath,689/2023,9.096718,76.752439,70.8,1.0,2023-08-29,Tuesday,August,29-08-2023,0.05,N,3.0,8,3.0,11.0,1.0,0.0,0.0,F,straight,no,yes,yes,0.0,no,Night,2023.0,8,29,Tuesday,35,0.0,5.0,0-6,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Fatal
1077.0,Enath,700/2023,9.0945,76.752891,70.6,2.0,2023-08-28,Monday,August,28-08-2023,17.3,D,1.0,4,2.0,0.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,8,28,Monday,35,17.0,30.0,12-18,1,Single Vehicle,False,4,Vehicle Overturn/Skidding,False,2,Passenger Auto,False,0,Unknown/Out-of-master,True,0,0,Grievous
1078.0,Enath,732/2023,9.096718,76.752439,70.8,2.0,2023-09-11,Monday,September,2023,10.0,D,2.0,2,8.0,2.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2023.0,9,11,Monday,37,10.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,8,Truck/Lorry,False,2,Passenger Auto,False,0,0,Grievous
1079.0,Enath,795/2023,9.11280384043019,76.7456012322364,72.8,1.0,2023-09-29,Friday,September,29-09-2023,8.3,D,1.0,4,1.0,0.0,0.0,0.0,2.0,M,straight,no,yes,yes,0.0,yes,Day,2023.0,9,29,Friday,39,8.0,30.0,6-12,1,Single Vehicle,False,4,Vehicle Overturn/Skidding,False,1,Motorised Two-Wheeler,False,0,Unknown/Out-of-master,True,0,0,Minor
1080.0,Enath,901/2023,9.11339320759509,76.7454567679256,72.9,2.0,2023-11-07,Tuesday,November,2023,17.45,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2023.0,11,7,Tuesday,45,17.0,45.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1081.0,Enath,985/2023,9.11344257981106,76.7454350253709,72.9,2.0,2023-12-05,Tuesday,December,2023,16.3,D,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Day,2023.0,12,5,Tuesday,49,16.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1082.0,Enath,1009/2023,9.11344257981106,76.7454350253709,72.9,1.0,2023-12-13,Wednesday,December,13-12-2023,19.15,N,3.0,8,1.0,11.0,1.0,0.0,0.0,F,straight,no,yes,no,2.0,no,Night,2023.0,12,13,Wednesday,50,19.0,15.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,1,Fatal
1083.0,Enath,1023/2023,9.096718,76.752439,70.8,2.0,2023-12-02,Saturday,December,2023,14.3,D,2.0,1,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Day,2023.0,12,2,Saturday,48,14.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,0,Grievous
1084.0,Adoor,183/2021,9.149363,76.729784,77.4,2.0,2021-01-29,Friday,January,29-01-2021,17.0,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2021.0,1,29,Friday,4,17.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1085.0,Adoor,206/2021,9.132747,76.736795,75.3,2.0,2021-02-07,Sunday,February,2021,13.0,D,2.0,5,3.0,3.0,0.0,5.0,2.0,G,straight,no,yes,no,2.0,no,Day,2021.0,2,7,Sunday,5,13.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,0,Grievous
1086.0,Adoor,217/2021,9.132747,76.736795,75.3,2.0,2021-02-05,Friday,February,2021,20.3,N,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Night,2021.0,2,5,Friday,5,20.0,30.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1087.0,Adoor,239/2021,9.144761,76.732812,76.8,2.0,2021-02-11,Thursday,February,2021,22.3,N,2.0,2,3.0,1.0,0.0,2.0,0.0,G,curve,no,yes,yes,0.0,yes,Night,2021.0,2,11,Thursday,6,22.0,30.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1088.0,Adoor,277/2021,9.132747,76.736795,75.3,2.0,2021-02-17,Wednesday,February,17-02-2021,18.4,N,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Night,2021.0,2,17,Wednesday,7,18.0,40.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
1089.0,Adoor,293/2021,9.149363,76.729784,77.4,1.0,2021-02-12,Friday,February,2021,6.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2021.0,2,12,Friday,6,6.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
1090.0,Adoor,305/2021,9.132747,76.736795,75.3,1.0,2021-02-21,Sunday,February,21-02-2021,19.0,N,1.0,4,1.0,0.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Night,2021.0,2,21,Sunday,7,19.0,0.0,18-24,1,Single Vehicle,False,4,Vehicle Overturn/Skidding,False,1,Motorised Two-Wheeler,False,0,Unknown/Out-of-master,True,1,1,Grievous
1091.0,Adoor,308/2021,9.151978,76.727755,77.8,2.0,2021-02-20,Saturday,February,20-02-2021,18.3,N,2.0,5,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Night,2021.0,2,20,Saturday,7,18.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,1,Grievous
1092.0,Adoor,347/2021,9.1556,76.726167,78.2,2.0,2021-03-01,Monday,March,2021,20.15,N,2.0,2,3.0,2.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Night,2021.0,3,1,Monday,9,20.0,15.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,2,Passenger Auto,False,0,1,Grievous
1093.0,Adoor,366/2021,9.132747,76.736795,75.3,2.0,2021-03-05,Friday,March,2021,11.45,D,2.0,5,3.0,1.0,0.0,1.0,1.0,G,curve,no,yes,yes,0.0,no,Day,2021.0,3,5,Friday,9,11.0,45.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1094.0,Adoor,376/2021,9.139898,76.734331,76.2,1.0,2021-03-09,Tuesday,March,2021,23.15,N,3.0,8,3.0,11.0,1.0,0.0,0.0,F,curve,no,yes,yes,0.0,yes,Night,2021.0,3,9,Tuesday,10,23.0,15.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Fatal
1095.0,Adoor,406/2021,9.144761,76.732812,76.8,2.0,2021-03-10,Wednesday,March,2021,17.3,D,2.0,1,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2021.0,3,10,Wednesday,10,17.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1096.0,Adoor,408/2021,9.1556,76.726167,78.2,2.0,2021-03-14,Sunday,March,14-03-2021,20.2,N,2.0,2,1.0,3.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Night,2021.0,3,14,Sunday,10,20.0,20.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,3,Car/Jeep/Taxi,False,1,1,Grievous
1097.0,Adoor,525/2021,9.144761,76.732812,76.8,2.0,2021-03-17,Wednesday,March,17-03-2021,11.15,D,2.0,2,8.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,no,Day,2021.0,3,17,Wednesday,11,11.0,15.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1098.0,Adoor,643/2021,9.136083,76.735395,75.8,2.0,2021-04-15,Thursday,April,15-04-2021,16.0,D,2.0,5,6.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2021.0,4,15,Thursday,15,16.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,6,Goods Auto/Goods Pick-up Van,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1099.0,Adoor,1200/2021,9.131769,76.737752,75.2,2.0,2021-06-24,Thursday,June,24-06-2021,14.0,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Day,2021.0,6,24,Thursday,25,14.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
1100.0,Adoor,1257/2021,9.149363,76.729784,77.4,1.0,2021-07-16,Friday,July,16-07-2021,17.0,D,3.0,8,1.0,11.0,0.0,0.0,1.0,M,curve,no,yes,yes,2.0,no,Day,2021.0,7,16,Friday,28,17.0,0.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Minor
1101.0,Adoor,1282/2021,9.144761,76.732812,76.8,2.0,2021-07-22,Thursday,July,22-07-2021,23.0,N,2.0,1,8.0,1.0,1.0,1.0,0.0,F,straight,no,yes,no,2.0,no,Night,2021.0,7,22,Thursday,29,23.0,0.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,1,Fatal
1102.0,Adoor,2006/2021,9.151325,76.728109,77.7,1.0,2021-11-13,Saturday,November,13-11-2021,4.45,D,1.0,8,3.0,11.0,1.0,0.0,0.0,F,straight,no,yes,yes,0.0,yes,Day,2021.0,11,13,Saturday,45,4.0,45.0,0-6,1,Single Vehicle,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,1,1,Fatal
